datetime,symbol,open,high,low,close,volume
2015-02-06 09:15:00,NSE:NIFTY_500,7070.0498,7087.2002,7019.7002,7029.4502,0.0
2015-02-09 09:15:00,NSE:NIFTY_500,6973.3501,6978.6499,6915.4502,6922.3501,0.0
2015-02-10 09:15:00,NSE:NIFTY_500,6889.25,7022.9502,6888.0498,6959.8999,0.0
2015-02-11 09:15:00,NSE:NIFTY_500,6990.4502,7040.4502,6990.3501,7031.7998,0.0
2015-02-12 09:15:00,NSE:NIFTY_500,7071.1499,7117.2002,7032.2002,7108.2002,0.0
2015-02-13 09:15:00,NSE:NIFTY_500,7134.1001,7186.2998,7129.7998,7176.2002,0.0
2015-02-16 09:15:00,NSE:NIFTY_500,7200.6001,7227.0498,7162.0,7175.0,0.0
2015-02-18 09:15:00,NSE:NIFTY_500,7182.2002,7242.4502,7182.2002,7228.5498,0.0
2015-02-19 09:15:00,NSE:NIFTY_500,7245.5498,7258.9502,7168.0,7242.8501,0.0
2015-02-20 09:15:00,NSE:NIFTY_500,7250.75,7250.75,7194.8999,7209.3999,0.0
2015-02-23 09:15:00,NSE:NIFTY_500,7233.3501,7237.1499,7134.5,7147.5498,0.0
2015-02-24 09:15:00,NSE:NIFTY_500,7162.5498,7171.4502,7123.2002,7146.6001,0.0
2015-02-25 09:15:00,NSE:NIFTY_500,7177.4502,7204.75,7134.25,7144.2002,0.0
2015-02-26 09:15:00,NSE:NIFTY_500,7154.75,7154.75,7066.0498,7077.5,0.0
2015-02-27 09:15:00,NSE:NIFTY_500,7111.1001,7217.0498,7111.1001,7210.2998,0.0
2015-02-28 09:15:00,NSE:NIFTY_500,7262.7002,7273.1001,7131.3999,7239.4502,0.0
2015-03-02 09:15:00,NSE:NIFTY_500,7281.8501,7308.0,7234.9502,7299.6499,0.0
2015-03-03 09:15:00,NSE:NIFTY_500,7309.5,7352.6001,7288.0498,7345.5498,0.0
2015-03-04 09:15:00,NSE:NIFTY_500,7426.7998,7428.1001,7260.6001,7279.7998,0.0
2015-03-05 09:15:00,NSE:NIFTY_500,7287.7998,7314.7998,7238.5,7303.3501,0.0
2015-03-09 09:15:00,NSE:NIFTY_500,7267.1499,7267.1499,7162.2998,7171.5,0.0
2015-03-10 09:15:00,NSE:NIFTY_500,7184.3999,7199.0,7116.75,7141.7002,0.0
2015-03-11 09:15:00,NSE:NIFTY_500,7156.1499,7166.2002,7115.7998,7126.6001,0.0
2015-03-12 09:15:00,NSE:NIFTY_500,7158.8501,7209.7998,7158.8501,7202.6001,0.0
2015-03-13 09:15:00,NSE:NIFTY_500,7253.75,7253.75,7089.2002,7099.8999,0.0
2015-03-16 09:15:00,NSE:NIFTY_500,7111.0498,7111.2998,7064.5498,7078.9502,0.0
2015-03-17 09:15:00,NSE:NIFTY_500,7122.1001,7166.3999,7087.25,7154.0498,0.0
2015-03-18 09:15:00,NSE:NIFTY_500,7172.6499,7175.1001,7120.6499,7137.0498,0.0
2015-03-19 09:15:00,NSE:NIFTY_500,7189.5498,7217.7002,7086.25,7096.75,0.0
2015-03-20 09:15:00,NSE:NIFTY_500,7096.2002,7096.2002,7016.0498,7028.2002,0.0
2015-03-23 09:15:00,NSE:NIFTY_500,7045.7998,7053.1001,6990.1499,6997.6001,0.0
2015-03-24 09:15:00,NSE:NIFTY_500,6991.7002,7040.1499,6980.2998,6984.75,0.0
2015-03-25 09:15:00,NSE:NIFTY_500,7005.25,7006.2998,6963.7002,6972.4502,0.0
2015-03-26 09:15:00,NSE:NIFTY_500,6934.2002,6945.6499,6836.1499,6846.25,0.0
2015-03-27 09:15:00,NSE:NIFTY_500,6889.1001,6894.75,6778.4502,6846.6001,0.0
2015-03-30 09:15:00,NSE:NIFTY_500,6889.3501,6976.75,6889.2002,6969.9502,0.0
2015-03-31 09:15:00,NSE:NIFTY_500,7001.7002,7020.7998,6952.3501,6978.1499,0.0
2015-04-01 09:15:00,NSE:NIFTY_500,6975.7998,7068.8501,6964.6499,7060.2002,0.0
2015-04-06 09:15:00,NSE:NIFTY_500,7087.0498,7131.5498,7059.6499,7126.75,0.0
2015-04-07 09:15:00,NSE:NIFTY_500,7148.8501,7158.1001,7083.6499,7144.3999,0.0
2015-04-08 09:15:00,NSE:NIFTY_500,7176.7002,7205.75,7168.3999,7193.6001,0.0
2015-04-09 09:15:00,NSE:NIFTY_500,7229.8999,7237.3501,7171.1001,7234.0,0.0
2015-04-10 09:15:00,NSE:NIFTY_500,7236.0,7251.4502,7217.4502,7246.0498,0.0
2015-04-13 09:15:00,NSE:NIFTY_500,7266.1499,7292.0,7245.6001,7286.2002,0.0
2015-04-15 09:15:00,NSE:NIFTY_500,7299.5498,7299.5498,7205.4502,7224.2002,0.0
2015-04-16 09:15:00,NSE:NIFTY_500,7233.8501,7233.8501,7134.5,7183.3501,0.0
2015-04-17 09:15:00,NSE:NIFTY_500,7180.3999,7180.3999,7087.1001,7093.8501,0.0
2015-04-20 09:15:00,NSE:NIFTY_500,7104.6499,7104.6499,6933.0,6958.0,0.0
2015-04-21 09:15:00,NSE:NIFTY_500,6943.5,6977.1001,6890.1001,6908.0,0.0
2015-04-22 09:15:00,NSE:NIFTY_500,6928.2998,6948.5,6836.6499,6938.0,0.0
2015-04-23 09:15:00,NSE:NIFTY_500,6978.3501,7002.5498,6899.5,6922.3999,0.0
2015-04-24 09:15:00,NSE:NIFTY_500,6931.5498,6931.5498,6804.2002,6826.5498,0.0
2015-04-27 09:15:00,NSE:NIFTY_500,6846.7002,6846.7002,6715.8999,6723.8999,0.0
2015-04-28 09:15:00,NSE:NIFTY_500,6720.6499,6808.0,6698.4502,6794.6499,0.0
2015-04-29 09:15:00,NSE:NIFTY_500,6793.7002,6823.1001,6757.8999,6781.7002,0.0
2015-04-30 09:15:00,NSE:NIFTY_500,6771.0498,6771.0498,6714.9502,6749.6499,0.0
2015-05-04 09:15:00,NSE:NIFTY_500,6790.7998,6883.2002,6788.5498,6873.3999,0.0
2015-05-05 09:15:00,NSE:NIFTY_500,6880.6499,6900.4502,6847.3999,6878.5,0.0
2015-05-06 09:15:00,NSE:NIFTY_500,6869.9502,6871.8999,6671.3501,6680.8999,0.0
2015-05-07 09:15:00,NSE:NIFTY_500,6667.5,6688.75,6572.7002,6616.8501,0.0
2015-05-08 09:15:00,NSE:NIFTY_500,6676.1499,6752.6499,6676.1499,6728.8999,0.0
2015-05-11 09:15:00,NSE:NIFTY_500,6771.3501,6843.2998,6765.0498,6839.0,0.0
2015-05-12 09:15:00,NSE:NIFTY_500,6842.6001,6842.6001,6683.1499,6689.3999,0.0
2015-05-13 09:15:00,NSE:NIFTY_500,6733.2998,6793.2002,6677.9502,6780.3999,0.0
2015-05-14 09:15:00,NSE:NIFTY_500,6778.5,6804.1499,6720.0,6796.75,0.0
2015-05-15 09:15:00,NSE:NIFTY_500,6813.1001,6842.1499,6798.75,6827.0498,0.0
2015-05-18 09:15:00,NSE:NIFTY_500,6845.8501,6916.1001,6839.2998,6910.8501,0.0
2015-05-19 09:15:00,NSE:NIFTY_500,6901.7002,6955.0498,6886.8999,6909.7002,0.0
2015-05-20 09:15:00,NSE:NIFTY_500,6933.7998,6966.25,6933.6001,6944.3999,0.0
2015-05-21 09:15:00,NSE:NIFTY_500,6956.2002,6958.1499,6909.75,6938.75,0.0
2015-05-22 09:15:00,NSE:NIFTY_500,6951.3501,6988.2998,6941.3999,6964.4502,0.0
2015-05-25 09:15:00,NSE:NIFTY_500,6953.25,6956.7998,6907.1001,6911.1499,0.0
2015-05-26 09:15:00,NSE:NIFTY_500,6919.5,6921.2998,6876.2002,6890.6001,0.0
2015-05-27 09:15:00,NSE:NIFTY_500,6858.5498,6890.5498,6842.7998,6885.1001,0.0
2015-05-28 09:15:00,NSE:NIFTY_500,6895.3501,6904.8999,6828.1001,6867.75,0.0
2015-05-29 09:15:00,NSE:NIFTY_500,6878.5,6963.9502,6864.8501,6959.8501,0.0
2015-06-01 09:15:00,NSE:NIFTY_500,6947.7002,6980.6499,6947.7002,6957.4502,0.0
2015-06-02 09:15:00,NSE:NIFTY_500,6966.5,6966.5,6793.0,6799.4502,0.0
2015-06-03 09:15:00,NSE:NIFTY_500,6798.3999,6798.3999,6645.8501,6703.4502,0.0
2015-06-04 09:15:00,NSE:NIFTY_500,6719.5498,6720.8999,6646.2998,6704.75,0.0
2015-06-05 09:15:00,NSE:NIFTY_500,6693.25,6754.3999,6683.2002,6700.7002,0.0
2015-06-08 09:15:00,NSE:NIFTY_500,6710.25,6710.25,6622.3501,6631.2998,0.0
2015-06-09 09:15:00,NSE:NIFTY_500,6617.7998,6640.7002,6597.3501,6612.8999,0.0
2015-06-10 09:15:00,NSE:NIFTY_500,6617.75,6710.7002,6617.75,6691.25,0.0
2015-06-11 09:15:00,NSE:NIFTY_500,6721.8501,6724.3501,6564.4502,6568.5,0.0
2015-06-12 09:15:00,NSE:NIFTY_500,6562.0498,6584.2998,6543.5498,6577.3999,0.0
2015-06-15 09:15:00,NSE:NIFTY_500,6584.7002,6634.2002,6558.6001,6600.6499,0.0
2015-06-16 09:15:00,NSE:NIFTY_500,6598.25,6636.2998,6555.1499,6627.0,0.0
2015-06-17 09:15:00,NSE:NIFTY_500,6657.5498,6711.9502,6639.1499,6680.7998,0.0
2015-06-18 09:15:00,NSE:NIFTY_500,6698.6499,6753.8999,6697.7002,6746.8501,0.0
2015-06-19 09:15:00,NSE:NIFTY_500,6770.3501,6803.7998,6768.1001,6785.1001,0.0
2015-06-22 09:15:00,NSE:NIFTY_500,6813.3501,6896.9502,6813.3501,6889.7002,0.0
2015-06-23 09:15:00,NSE:NIFTY_500,6909.2998,6930.1499,6877.5,6912.4502,0.0
2015-06-24 09:15:00,NSE:NIFTY_500,6926.8999,6938.25,6871.6499,6887.7998,0.0
2015-06-25 09:15:00,NSE:NIFTY_500,6871.3501,6930.8999,6870.3501,6917.5498,0.0
2015-06-26 09:15:00,NSE:NIFTY_500,6913.25,6924.1499,6873.1001,6908.8501,0.0
2015-06-29 09:15:00,NSE:NIFTY_500,6792.8999,6848.9502,6752.75,6843.9502,0.0
2015-06-30 09:15:00,NSE:NIFTY_500,6844.2002,6900.0498,6843.3501,6897.2002,0.0
2015-07-01 09:15:00,NSE:NIFTY_500,6908.6001,6987.7002,6908.6001,6972.2998,0.0
2015-07-02 09:15:00,NSE:NIFTY_500,6992.5498,7010.2002,6974.3501,6983.3501,0.0
2015-07-03 09:15:00,NSE:NIFTY_500,6984.6499,7028.1499,6984.6001,7003.9502,0.0
2015-07-06 09:15:00,NSE:NIFTY_500,6922.8999,7048.3501,6922.8999,7043.3999,0.0
2015-07-07 09:15:00,NSE:NIFTY_500,7052.6499,7081.9502,7025.2002,7051.0498,0.0
2015-07-08 09:15:00,NSE:NIFTY_500,6993.6499,7020.0,6919.6001,6939.7002,0.0
2015-07-09 09:15:00,NSE:NIFTY_500,6947.7002,6973.5,6910.2002,6915.3501,0.0
2015-07-10 09:15:00,NSE:NIFTY_500,6948.8999,6958.2998,6906.6001,6935.5498,0.0
2015-07-13 09:15:00,NSE:NIFTY_500,6964.1499,7021.8501,6940.25,7016.5498,0.0
2015-07-14 09:15:00,NSE:NIFTY_500,7030.6499,7042.3999,7002.0,7020.25,0.0
2015-07-15 09:15:00,NSE:NIFTY_500,7030.8501,7075.25,7030.8501,7065.6499,0.0
2015-07-16 09:15:00,NSE:NIFTY_500,7086.0,7142.2002,7086.0,7136.7998,0.0
2015-07-17 09:15:00,NSE:NIFTY_500,7154.25,7166.9502,7132.6001,7148.0498,0.0
2015-07-20 09:15:00,NSE:NIFTY_500,7161.5,7161.5,7121.1499,7148.5,0.0
2015-07-21 09:15:00,NSE:NIFTY_500,7151.6499,7167.25,7060.5498,7070.2998,0.0
2015-07-22 09:15:00,NSE:NIFTY_500,7058.6001,7154.3501,7051.25,7149.4502,0.0
2015-07-23 09:15:00,NSE:NIFTY_500,7164.3999,7172.7002,7120.0,7129.3501,0.0
2015-07-24 09:15:00,NSE:NIFTY_500,7131.0,7131.8999,7068.6001,7074.9502,0.0
2015-07-27 09:15:00,NSE:NIFTY_500,7055.7002,7055.7002,6950.7998,6955.3501,0.0
2015-07-28 09:15:00,NSE:NIFTY_500,6968.1499,6983.7002,6930.0,6935.6499,0.0
2015-07-29 09:15:00,NSE:NIFTY_500,6960.1499,6977.5498,6944.4502,6974.1499,0.0
2015-07-30 09:15:00,NSE:NIFTY_500,7008.75,7046.1499,7006.5498,7019.6001,0.0
2015-07-31 09:15:00,NSE:NIFTY_500,7045.7002,7117.2002,7045.7002,7106.2002,0.0
2015-08-03 09:15:00,NSE:NIFTY_500,7099.75,7146.8999,7099.75,7129.0,0.0
2015-08-04 09:15:00,NSE:NIFTY_500,7150.2002,7154.0498,7074.75,7136.2998,0.0
2015-08-05 09:15:00,NSE:NIFTY_500,7166.75,7207.9502,7166.75,7186.25,0.0
2015-08-06 09:15:00,NSE:NIFTY_500,7203.2998,7214.2998,7174.3501,7202.0,0.0
2015-08-07 09:15:00,NSE:NIFTY_500,7200.2002,7213.0,7175.0,7183.8501,0.0
2015-08-10 09:15:00,NSE:NIFTY_500,7197.2998,7233.75,7138.3501,7157.5498,0.0
2015-08-11 09:15:00,NSE:NIFTY_500,7179.2002,7179.2002,7079.1499,7101.1001,0.0
2015-08-12 09:15:00,NSE:NIFTY_500,7086.75,7086.75,6979.6001,6986.4502,0.0
2015-08-13 09:15:00,NSE:NIFTY_500,7017.8501,7059.1499,6964.8501,6976.6001,0.0
2015-08-14 09:15:00,NSE:NIFTY_500,7015.7998,7120.0,7001.1499,7112.5,0.0
2015-08-17 09:15:00,NSE:NIFTY_500,7125.5,7125.5,7048.4502,7098.7002,0.0
2015-08-18 09:15:00,NSE:NIFTY_500,7126.3501,7147.9502,7076.5,7106.3999,0.0
2015-08-19 09:15:00,NSE:NIFTY_500,7108.2998,7148.9502,7079.5498,7125.8501,0.0
2015-08-20 09:15:00,NSE:NIFTY_500,7111.8501,7130.2998,7010.7002,7016.9502,0.0
2015-08-21 09:15:00,NSE:NIFTY_500,6955.8999,6973.8999,6889.0,6961.0,0.0
2015-08-24 09:15:00,NSE:NIFTY_500,6753.4502,6753.4502,6468.0498,6493.8501,0.0
2015-08-25 09:15:00,NSE:NIFTY_500,6567.5498,6601.2998,6352.8999,6569.8501,0.0
2015-08-26 09:15:00,NSE:NIFTY_500,6560.1499,6621.2998,6487.0,6513.3501,0.0
2015-08-27 09:15:00,NSE:NIFTY_500,6622.4502,6667.0498,6583.1001,6657.25,0.0
2015-08-28 09:15:00,NSE:NIFTY_500,6738.7998,6772.75,6666.6499,6694.4502,0.0
2015-08-31 09:15:00,NSE:NIFTY_500,6700.1001,6730.0498,6649.6499,6669.3501,0.0
2015-09-01 09:15:00,NSE:NIFTY_500,6617.0,6642.3999,6490.2002,6522.25,0.0
2015-09-02 09:15:00,NSE:NIFTY_500,6577.6499,6577.6499,6464.5,6475.6499,0.0
2015-09-03 09:15:00,NSE:NIFTY_500,6523.4502,6580.75,6515.4502,6560.0498,0.0
2015-09-04 09:15:00,NSE:NIFTY_500,6548.4502,6548.4502,6392.8501,6421.0498,0.0
2015-09-07 09:15:00,NSE:NIFTY_500,6444.7998,6458.6001,6316.7002,6323.3999,0.0
2015-09-08 09:15:00,NSE:NIFTY_500,6344.8501,6436.1001,6286.7002,6407.0,0.0
2015-09-09 09:15:00,NSE:NIFTY_500,6501.75,6545.0,6480.8999,6522.2998,0.0
2015-09-10 09:15:00,NSE:NIFTY_500,6447.3999,6526.0,6403.9502,6504.5,0.0
2015-09-11 09:15:00,NSE:NIFTY_500,6544.7002,6566.25,6491.6499,6511.5498,0.0
2015-09-14 09:15:00,NSE:NIFTY_500,6536.2002,6586.6499,6504.3999,6582.7002,0.0
2015-09-15 09:15:00,NSE:NIFTY_500,6583.6499,6595.2998,6523.8501,6543.25,0.0
2015-09-16 09:15:00,NSE:NIFTY_500,6589.7002,6590.1499,6549.2002,6571.6001,0.0
2015-09-18 09:15:00,NSE:NIFTY_500,6628.1499,6694.6001,6626.25,6636.9502,0.0
2015-09-21 09:15:00,NSE:NIFTY_500,6586.7998,6654.5,6586.1499,6647.1499,0.0
2015-09-22 09:15:00,NSE:NIFTY_500,6680.2998,6686.6001,6512.7998,6528.5498,0.0
2015-09-23 09:15:00,NSE:NIFTY_500,6468.1499,6576.6001,6457.25,6553.8999,0.0
2015-09-24 09:15:00,NSE:NIFTY_500,6553.5,6592.5498,6529.3999,6573.8999,0.0
2015-09-28 09:15:00,NSE:NIFTY_500,6595.3501,6595.3501,6519.3501,6524.25,0.0
2015-09-29 09:15:00,NSE:NIFTY_500,6465.1001,6605.8999,6434.5,6552.3501,0.0
2015-09-30 09:15:00,NSE:NIFTY_500,6614.0,6651.6499,6585.8999,6646.1001,0.0
2015-10-01 09:15:00,NSE:NIFTY_500,6685.6499,6694.1001,6640.7998,6654.5,0.0
2015-10-05 09:15:00,NSE:NIFTY_500,6700.7998,6794.3501,6700.7998,6789.1001,0.0
2015-10-06 09:15:00,NSE:NIFTY_500,6835.9502,6835.9502,6778.8501,6818.6499,0.0
2015-10-07 09:15:00,NSE:NIFTY_500,6817.6499,6845.2002,6807.6001,6835.7998,0.0
2015-10-08 09:15:00,NSE:NIFTY_500,6850.3999,6850.3999,6776.1001,6793.7998,0.0
2015-10-09 09:15:00,NSE:NIFTY_500,6840.1001,6869.7002,6795.7002,6829.3999,0.0
2015-10-12 09:15:00,NSE:NIFTY_500,6861.3999,6868.3999,6788.8999,6802.2998,0.0
2015-10-13 09:15:00,NSE:NIFTY_500,6794.5498,6809.8999,6762.5,6797.5498,0.0
2015-10-14 09:15:00,NSE:NIFTY_500,6782.5,6810.4502,6780.7002,6786.0498,0.0
2015-10-15 09:15:00,NSE:NIFTY_500,6810.75,6842.3999,6810.75,6834.0498,0.0
2015-10-16 09:15:00,NSE:NIFTY_500,6850.5498,6874.8999,6813.25,6870.8501,0.0
2015-10-19 09:15:00,NSE:NIFTY_500,6891.0498,6911.5,6876.0,6907.7002,0.0
2015-10-20 09:15:00,NSE:NIFTY_500,6916.9502,6931.7998,6881.75,6907.1001,0.0
2015-10-21 09:15:00,NSE:NIFTY_500,6908.7998,6931.9502,6867.3999,6895.75,0.0
2015-10-23 09:15:00,NSE:NIFTY_500,6944.1001,6952.0,6904.8501,6913.0498,0.0
2015-10-26 09:15:00,NSE:NIFTY_500,6943.5498,6943.5498,6875.6499,6882.6001,0.0
2015-10-27 09:15:00,NSE:NIFTY_500,6863.0,6874.3999,6855.6001,6870.3501,0.0
2015-10-28 09:15:00,NSE:NIFTY_500,6843.5498,6859.6001,6798.1499,6828.1499,0.0
2015-10-29 09:15:00,NSE:NIFTY_500,6833.1001,6833.1001,6777.6499,6784.8501,0.0
2015-10-30 09:15:00,NSE:NIFTY_500,6796.0498,6815.7998,6733.8501,6750.9502,0.0
2015-11-02 09:15:00,NSE:NIFTY_500,6747.3999,6747.6499,6695.3999,6740.8999,0.0
2015-11-03 09:15:00,NSE:NIFTY_500,6771.9502,6781.6001,6733.5,6755.1499,0.0
2015-11-04 09:15:00,NSE:NIFTY_500,6790.1001,6796.3501,6733.5498,6741.2002,0.0
2015-11-05 09:15:00,NSE:NIFTY_500,6734.7998,6734.7998,6654.1001,6661.7002,0.0
2015-11-06 09:15:00,NSE:NIFTY_500,6663.3999,6693.0,6629.1499,6650.1001,0.0
2015-11-09 09:15:00,NSE:NIFTY_500,6516.2002,6657.3999,6500.9502,6641.3999,0.0
2015-11-10 09:15:00,NSE:NIFTY_500,6618.0,6624.7002,6528.9502,6536.4502,0.0
2015-11-11 09:15:00,NSE:NIFTY_500,6585.6499,6589.5,6581.8501,6585.1499,0.0
2015-11-13 09:15:00,NSE:NIFTY_500,6540.25,6540.5,6500.75,6526.6001,0.0
2015-11-16 09:15:00,NSE:NIFTY_500,6506.6001,6573.5,6487.4502,6551.4502,0.0
2015-11-17 09:15:00,NSE:NIFTY_500,6586.3999,6595.2998,6547.7002,6580.7998,0.0
2015-11-18 09:15:00,NSE:NIFTY_500,6574.7998,6591.6001,6502.6499,6507.5498,0.0
2015-11-19 09:15:00,NSE:NIFTY_500,6551.3501,6601.8999,6537.6001,6594.5498,0.0
2015-11-20 09:15:00,NSE:NIFTY_500,6599.0,6649.75,6586.7002,6615.6499,0.0
2015-11-23 09:15:00,NSE:NIFTY_500,6630.2998,6639.3999,6599.4502,6615.5,0.0
2015-11-24 09:15:00,NSE:NIFTY_500,6610.1499,6636.25,6602.0,6609.1001,0.0
2015-11-26 09:15:00,NSE:NIFTY_500,6618.5,6653.9502,6618.5,6644.8999,0.0
2015-11-27 09:15:00,NSE:NIFTY_500,6667.8999,6696.8501,6646.4502,6686.8999,0.0
2015-11-30 09:15:00,NSE:NIFTY_500,6686.5498,6706.8501,6679.4502,6686.1001,0.0
2015-12-01 09:15:00,NSE:NIFTY_500,6707.5498,6721.1499,6694.7002,6712.5,0.0
2015-12-02 09:15:00,NSE:NIFTY_500,6731.3501,6731.3501,6680.6001,6699.7998,0.0
2015-12-03 09:15:00,NSE:NIFTY_500,6680.0,6685.7998,6641.5498,6649.5,0.0
2015-12-04 09:15:00,NSE:NIFTY_500,6612.7998,6618.1001,6581.8999,6584.8999,0.0
2015-12-07 09:15:00,NSE:NIFTY_500,6615.25,6622.5,6566.0,6576.8501,0.0
2015-12-08 09:15:00,NSE:NIFTY_500,6556.6001,6582.8999,6504.6001,6515.1499,0.0
2015-12-09 09:15:00,NSE:NIFTY_500,6510.0,6511.9502,6420.9502,6425.3501,0.0
2015-12-10 09:15:00,NSE:NIFTY_500,6451.7002,6488.4502,6420.8501,6484.25,0.0
2015-12-11 09:15:00,NSE:NIFTY_500,6499.2998,6499.2998,6399.9502,6425.4502,0.0
2015-12-14 09:15:00,NSE:NIFTY_500,6389.7002,6467.2002,6386.4502,6457.6001,0.0
2015-12-15 09:15:00,NSE:NIFTY_500,6467.1001,6504.2998,6446.8501,6501.75,0.0
2015-12-16 09:15:00,NSE:NIFTY_500,6524.8999,6562.75,6518.2002,6535.4502,0.0
2015-12-17 09:15:00,NSE:NIFTY_500,6565.6001,6626.6001,6538.2002,6621.75,0.0
2015-12-18 09:15:00,NSE:NIFTY_500,6611.3501,6620.8501,6565.5498,6570.7998,0.0
2015-12-21 09:15:00,NSE:NIFTY_500,6563.6499,6630.7002,6562.0,6628.0498,0.0
2015-12-22 09:15:00,NSE:NIFTY_500,6629.75,6644.7998,6590.7998,6595.8501,0.0
2015-12-23 09:15:00,NSE:NIFTY_500,6630.2998,6656.4502,6630.2998,6652.75,0.0
2015-12-24 09:15:00,NSE:NIFTY_500,6672.6001,6672.6001,6637.3999,6656.75,0.0
2015-12-28 09:15:00,NSE:NIFTY_500,6663.4502,6707.25,6663.4502,6700.7002,0.0
2015-12-29 09:15:00,NSE:NIFTY_500,6707.6499,6717.25,6685.4502,6705.25,0.0
2015-12-30 09:15:00,NSE:NIFTY_500,6715.7998,6718.2998,6681.0,6685.4502,0.0
2015-12-31 09:15:00,NSE:NIFTY_500,6690.6499,6727.75,6687.4502,6724.75,0.0
2016-01-01 09:15:00,NSE:NIFTY_500,6723.1001,6758.5498,6707.4502,6753.6499,0.0
2016-01-04 09:15:00,NSE:NIFTY_500,6729.5,6748.3999,6622.5,6630.7998,0.0
2016-01-05 09:15:00,NSE:NIFTY_500,6659.8501,6664.1001,6614.9502,6639.5,0.0
2016-01-06 09:15:00,NSE:NIFTY_500,6645.0498,6660.2998,6593.0498,6607.6499,0.0
2016-01-07 09:15:00,NSE:NIFTY_500,6550.3999,6550.3999,6437.8999,6446.8501,0.0
2016-01-08 09:15:00,NSE:NIFTY_500,6483.9502,6512.3501,6466.7002,6490.8501,0.0
2016-01-11 09:15:00,NSE:NIFTY_500,6434.0,6485.0498,6395.6499,6451.8501,0.0
2016-01-12 09:15:00,NSE:NIFTY_500,6471.0,6471.1001,6391.7998,6405.4502,0.0
2016-01-13 09:15:00,NSE:NIFTY_500,6445.6499,6467.0,6294.2998,6415.9502,0.0
2016-01-14 09:15:00,NSE:NIFTY_500,6334.7998,6433.9502,6304.1001,6378.2002,0.0
2016-01-15 09:15:00,NSE:NIFTY_500,6400.8999,6403.0498,6257.25,6262.3999,0.0
2016-01-18 09:15:00,NSE:NIFTY_500,6247.2002,6273.2002,6139.7002,6149.1499,0.0
2016-01-19 09:15:00,NSE:NIFTY_500,6172.4502,6243.1001,6156.0498,6225.2002,0.0
2016-01-20 09:15:00,NSE:NIFTY_500,6163.2002,6163.2002,6055.2998,6115.75,0.0
2016-01-21 09:15:00,NSE:NIFTY_500,6171.2002,6196.2998,6067.2998,6092.0498,0.0
2016-01-22 09:15:00,NSE:NIFTY_500,6157.7002,6222.75,6137.4502,6216.7002,0.0
2016-01-25 09:15:00,NSE:NIFTY_500,6259.7998,6275.5,6226.3999,6234.4502,0.0
2016-01-27 09:15:00,NSE:NIFTY_500,6263.25,6271.7002,6221.5,6242.3999,0.0
2016-01-28 09:15:00,NSE:NIFTY_500,6235.0498,6261.8501,6224.7998,6230.0,0.0
