date,stocks,count
2019-05-31,"ADANIENT, ADANIPORTS, ADANIPOWER, AMBUJACEM, AXISBANK, BAJAJFINSV, BAJFINANCE, BEML, BERGEPAINT, BHARTIARTL, BPCL, CANFINHOME, CESC, CHOLAFIN, COFORGE, DCBBANK, DLF, FEDERALBNK, HCLTECH, HDFCBANK, HINDUNILVR, ICICIBANK, ICICIGI, INDIGO, INFY, JUSTDIAL, KOTAKBANK, LICHSGFIN, LT, MANAPPURAM, MARICO, MUTHOOTFIN, NESTLEIND, NHPC, NTPC, ONGC, PETRONET, PFC, PIDILITIND, PRAJIND, RAYMOND, RBLBANK, SBIN, SIEMENS, SRF, TCS, TITAN, UPL, VBL, VGUARD, WIPRO",51
2019-06-28,"ABFRL, ADANIENT, ADANIPORTS, ADANIPOWER, APOLLOHOSP, AXISBANK, BAJAJFINSV, BAJFINANCE, BEML, BPCL, CANFINHOME, DCBBANK, FEDERALBNK, HAVELLS, HDFCBANK, HDFCLIFE, ICICIBANK, ICICIPRULI, INDHOTEL, INFY, JUSTDIAL, KOTAKBANK, LICHSGFIN, LT, MANAPPURAM, MARICO, NESTLEIND, PETRONET, PFC, POWERGRID, PRAJIND, RECLTD, SBILIFE, SBIN, SRF, TCS, TITAN, TORNTPOWER, VBL, VGUARD, VOLTAS",41
2019-07-31,"ADANIGREEN, ADANIPOWER, ASIANPAINT, BERGEPAINT, DABUR, HDFCLIFE, ICICIBANK, ICICIPRULI, INFY, KOTAKBANK, NMDC, POWERGRID, SBILIFE, TCS, TORNTPOWER, VBL",16
2019-08-30,"ASIANPAINT, BEL, BERGEPAINT, CESC, COFORGE, DABUR, HCLTECH, HDFCLIFE, HINDUNILVR, ICICIPRULI, INDIGO, INFY, MARICO, NESTLEIND, PETRONET, PIDILITIND, SBILIFE, TCS, VBL, VOLTAS",20
2019-09-30,"ABFRL, ADANIGREEN, ADANIPORTS, ADANIPOWER, ASIANPAINT, BAJAJFINSV, BAJFINANCE, BEL, BEML, BERGEPAINT, BHARTIARTL, BPCL, CHOLAFIN, COFORGE, CONCOR, DABUR, DRREDDY, GMRINFRA, HCLTECH, HDFCBANK, HDFCLIFE, HINDUNILVR, ICICIBANK, ICICIGI, ICICIPRULI, INDHOTEL, INDIGO, INFY, IOC, JUBLFOOD, KOTAKBANK, LT, MANAPPURAM, MARICO, MUTHOOTFIN, NESTLEIND, PETRONET, PIDILITIND, RELIANCE, SBILIFE, SIEMENS, TITAN, UPL, VOLTAS",44
2019-10-31,"ABFRL, ADANIENT, ADANIGREEN, ADANIPORTS, ADANIPOWER, ASIANPAINT, AXISBANK, BAJAJFINSV, BAJFINANCE, BANDHANBNK, BEL, BEML, BERGEPAINT, BHARTIARTL, BPCL, CASTROLIND, CESC, CHOLAFIN, COFORGE, CONCOR, DABUR, DLF, DRREDDY, EICHERMOT, GMRINFRA, HCLTECH, HDFCBANK, HDFCLIFE, HINDUNILVR, ICICIBANK, ICICIGI, ICICIPRULI, INDHOTEL, IOC, JUBLFOOD, KOTAKBANK, LT, MANAPPURAM, MARUTI, NESTLEIND, NMDC, PETRONET, PIDILITIND, RECLTD, RELIANCE, SBILIFE, SBIN, SIEMENS, SRF, TATAMOTORS, TCS, TECHM, TITAN, UPL, VOLTAS",55
2019-11-29,"ABCAPITAL, ABFRL, ADANIENT, ADANIGREEN, AUBANK, AXISBANK, BAJAJFINSV, BAJFINANCE, BANDHANBNK, BERGEPAINT, BHARTIARTL, BPCL, CHOLAFIN, DABUR, DLF, DRREDDY, EICHERMOT, GMRINFRA, HCLTECH, HDFCAMC, HDFCBANK, ICICIBANK, ICICIPRULI, IDFCFIRSTB, INDUSINDBK, IRCON, JINDALSTEL, JSWENERGY, JUBLFOOD, KOTAKBANK, MANAPPURAM, MFSL, MUTHOOTFIN, NESTLEIND, NMDC, PETRONET, PFC, RELIANCE, SBILIFE, SBIN, SHRIRAMFIN, SJVN, SPARC, SRF, SUNPHARMA, TECHM, VBL, VOLTAS, WELCORP",49
2019-12-31,"ABCAPITAL, ABFRL, ADANIENT, ADANIGREEN, ASIANPAINT, AXISBANK, BAJAJFINSV, BAJFINANCE, BERGEPAINT, BHARTIARTL, COFORGE, DLF, DRREDDY, EICHERMOT, GATEWAY, GMRINFRA, HCLTECH, HDFCBANK, HDFCLIFE, HINDALCO, ICICIBANK, JINDALSTEL, JUBLFOOD, KOTAKBANK, MANAPPURAM, MFSL, MUTHOOTFIN, NESTLEIND, NHPC, NMDC, PFC, RECLTD, RELIANCE, SBIN, SHRIRAMFIN, SRF, TATACHEM, TATAMOTORS, TCS, VBL",40
2020-01-31,"ABFRL, ADANIENT, ADANIGREEN, ANANTRAJ, ASIANPAINT, AUBANK, BAJAJFINSV, BAJFINANCE, BERGEPAINT, BHARTIARTL, CANFINHOME, CHOLAFIN, COFORGE, DABUR, DLF, DRREDDY, GMRINFRA, HCLTECH, HINDUNILVR, ICICIPRULI, INFY, IRCON, JUBLFOOD, KOTAKBANK, LAURUSLABS, MANAPPURAM, NESTLEIND, NHPC, PIDILITIND, RAIN, SPARC, TATACHEM, TECHM, TITAN, TORNTPOWER, VBL, VOLTAS",37
2020-02-28,"ABFRL, AUBANK, BAJFINANCE, BALKRISIND, BERGEPAINT, BHARTIARTL, BSOFT, CROMPTON, DABUR, DMART, HINDUNILVR, IRCON, LAURUSLABS, MFSL, MIDHANI, MUTHOOTFIN, NESTLEIND, SHRIRAMFIN, SRF, TITAN, VBL, WELCORP",22
2020-03-31,"DRREDDY, HINDUNILVR, IPCALAB, NESTLEIND, ZYDUSLIFE",5
2020-04-30,"ASIANPAINT, AUROPHARMA, BHARTIARTL, BIOCON, BRITANNIA, CIPLA, COLPAL, DABUR, DEEPAKNTR, DIVISLAB, DRREDDY, HCLTECH, IPCALAB, JUBLFOOD, LAURUSLABS, LUPIN, MFSL, MIDHANI, MUTHOOTFIN, NESTLEIND, PIDILITIND, RELIANCE, SRF, SUNPHARMA, TATACHEM, TORNTPHARM, TORNTPOWER, ZYDUSLIFE",28
2020-05-29,"AUROPHARMA, BERGEPAINT, BHARTIARTL, BIOCON, CIPLA, COLPAL, DABUR, DEEPAKNTR, DRREDDY, HCLTECH, IRCON, JUBLFOOD, LAURUSLABS, LUPIN, MFSL, MUTHOOTFIN, NESTLEIND, PETRONET, PIDILITIND, RADICO, RELIANCE, SRF, SUNPHARMA, TATACHEM, TORNTPHARM, TORNTPOWER, ZYDUSLIFE",27
2020-06-30,"ADANIENSOL, ADANIGREEN, ADANITRANS, AMBUJACEM, APOLLO, AUROPHARMA, BDL, BHARTIARTL, BIOCON, BSOFT, CIPLA, DABUR, DHANBANK, DRREDDY, EICHERMOT, GLENMARK, GMRINFRA, GODREJCP, HINDUNILVR, IDBI, IOB, IRCON, JINDALSTEL, JUBLFOOD, LAURUSLABS, LTFOODS, LUPIN, M&M, MANAPPURAM, MFSL, MIDHANI, MUTHOOTFIN, NESTLEIND, NETWORK18, NFL, RCF, RCOM, RELIANCE, RPOWER, SPARC, SRF, TATACHEM, TORNTPOWER, ZYDUSLIFE",44
2020-07-31,"AMBUJACEM, APOLLO, AUBANK, AUROPHARMA, BDL, BERGEPAINT, BIOCON, BRITANNIA, BSOFT, CENTRALBK, CHAMBLFERT, CIPLA, COFORGE, DABUR, DEEPAKNTR, DIVISLAB, DRREDDY, EICHERMOT, GLENMARK, GMRINFRA, GODREJCP, HAL, HCLTECH, HDFCLIFE, HEROMOTOCO, HIKAL, HINDUNILVR, HINDZINC, HUDCO, ICICIPRULI, IDBI, INFY, IOB, IRCON, JINDALSTEL, JUBLFOOD, LAURUSLABS, LTFOODS, LUPIN, M&M, MANAPPURAM, MFSL, MUTHOOTFIN, NETWORK18, NFL, RAIN, RCF, RCOM, RELIANCE, RPOWER, SBILIFE, SPARC, SRF, SUNPHARMA, TCS, TORNTPHARM, VBL, WIPRO, ZYDUSLIFE",59
2020-08-31,"ADANIENT, ADANIGREEN, AMBUJACEM, APOLLO, ASIANPAINT, BDL, BERGEPAINT, BSOFT, CGPOWER, CIPLA, COFORGE, DEEPAKNTR, DIVISLAB, DRREDDY, GLENMARK, GMRINFRA, GNFC, HCLTECH, HEROMOTOCO, HIKAL, HINDZINC, INFY, JINDALSTEL, JSWSTEEL, JUBLFOOD, LAURUSLABS, LTFOODS, LUPIN, M&M, MANINFRA, MFSL, PTC, RAIN, RCOM, RELIANCE, SAIL, SPARC, SRF, SUNPHARMA, TATACHEM, TATAPOWER, TATASTEEL, TCS, TORNTPHARM, TORNTPOWER, VBL, WIPRO",47
2020-09-30,"ADANIENT, ADANIGREEN, AMBUJACEM, APLAPOLLO, APOLLOHOSP, ASIANPAINT, BERGEPAINT, BIOCON, BSE, BSOFT, CGPOWER, CHAMBLFERT, CIPLA, COFORGE, CROMPTON, DABUR, DEEPAKNTR, DIVISLAB, DRREDDY, GLENMARK, GMRINFRA, GNFC, GODREJCP, HAVELLS, HCLTECH, HEROMOTOCO, HIKAL, INFY, IRCTC, JSWSTEEL, JUBLFOOD, LAURUSLABS, LTFOODS, LUPIN, MFSL, NATCOPHARM, RELIANCE, SONATSOFTW, SRF, SYNGENE, TCS, TECHM, TITAN, TORNTPHARM, TVSMOTOR, WIPRO, ZYDUSLIFE",47
2020-10-30,"ACC, ADANIENT, AMBUJACEM, APOLLOHOSP, ASIANPAINT, BERGEPAINT, CGPOWER, CROMPTON, DABUR, DRREDDY, GODREJPROP, GRASIM, HAVELLS, HCLTECH, INFY, JSWSTEEL, JUSTDIAL, LAURUSLABS, LTFOODS, MUTHOOTFIN, NESTLEIND, PIDILITIND, RPOWER, SRF, TATACHEM, TCS, TECHM, VOLTAS, WIPRO, ZYDUSLIFE",30
2020-11-27,"ACC, ADANIENT, ADANIGREEN, ADANIPORTS, AMBUJACEM, APOLLO, APOLLOHOSP, APOLLOTYRE, ASHOKLEY, ASIANPAINT, AUROPHARMA, BAJFINANCE, BALKRISIND, BEL, BERGEPAINT, CGPOWER, CHOLAFIN, COFORGE, COLPAL, CROMPTON, CUMMINSIND, DIVISLAB, EICHERMOT, EXIDEIND, GMRINFRA, GODREJCP, GODREJPROP, GRASIM, HAL, HAVELLS, HDFCBANK, HDFCLIFE, HEROMOTOCO, HFCL, HINDALCO, HINDZINC, IDBI, INDIGO, INFY, IOB, IPCALAB, JINDALSTEL, JSWSTEEL, JUBLFOOD, JUSTDIAL, KOTAKBANK, LAURUSLABS, LTFOODS, M&M, MANAPPURAM, MARICO, MARUTI, MFSL, MOTHERSON, NESTLEIND, POWERGRID, RAIN, RCF, RPOWER, SAIL, SIEMENS, SRF, SUNPHARMA, TATACHEM, TATAMOTORS, TATAPOWER, TATASTEEL, TCS, TECHM, TITAN, TORNTPOWER, TRENT, TVSMOTOR, VBL, VOLTAS, WIPRO, ZYDUSLIFE",77
2020-12-31,"ABCAPITAL, ADANIENT, ADANIPORTS, ADANIPOWER, APOLLO, APOLLOHOSP, APOLLOTYRE, ASHOKLEY, ASIANPAINT, AUROPHARMA, AXISBANK, BAJAJFINSV, BAJFINANCE, BANDHANBNK, BEL, BEML, BERGEPAINT, BHARTIARTL, BHEL, BIOCON, BPCL, BSE, BSOFT, CANBK, CESC, CGPOWER, CHAMBLFERT, CHOLAFIN, CIPLA, COFORGE, CROMPTON, CUMMINSIND, DABUR, DELTACORP, DHANBANK, DLF, DRREDDY, EICHERMOT, EXIDEIND, GAIL, GMRINFRA, GNFC, GODREJCP, GODREJPROP, GRAPHITE, GRASIM, GSFC, HAVELLS, HCLTECH, HDFCBANK, HDFCLIFE, HFCL, HINDALCO, HINDUNILVR, HUDCO, ICICIBANK, ICICIPRULI, IDFCFIRSTB, INDHOTEL, INDIANB, INDIGO, INDUSINDBK, INDUSTOWER, INFY, IOB, IRCON, IRCTC, ITC, JINDALSTEL, JSWENERGY, JSWSTEEL, JUBLFOOD, JUSTDIAL, KARURVYSYA, KOTAKBANK, LAURUSLABS, LICHSGFIN, LT, LTFOODS, LUPIN, M&M, MANINFRA, MARICO, MARUTI, MFSL, MINDACORP, MOTHERSON, MUTHOOTFIN, NATIONALUM, NBCC, NESTLEIND, NETWORK18, NFL, NHPC, NMDC, NTPC, ONGC, PETRONET, PFC, PIDILITIND, POWERGRID, PRAJIND, PTC, PVRINOX, RAIN, RBLBANK, RCF, RCOM, RECLTD, RPOWER, RVNL, SAIL, SBILIFE, SBIN, SHRIRAMFIN, SJVN, SONATSOFTW, SOUTHBANK, SPARC, SUNPHARMA, TATACHEM, TATAMOTORS, TATAPOWER, TATASTEEL, TCS, TECHM, TEXRAIL, TITAGARH, TITAN, TORNTPOWER, TVSMOTOR, UNIONBANK, UPL, VBL, VEDL, VOLTAS, WELCORP, WIPRO, ZEEL, ZYDUSLIFE",140
2021-01-29,"ADANIENT, ADANIPORTS, ADANIPOWER, ANANTRAJ, APOLLOHOSP, APOLLOTYRE, ASHOKLEY, AXISBANK, BANKBARODA, BEL, BHARTIARTL, BHEL, BSOFT, CANBK, CASTROLIND, CHOLAFIN, CIPLA, CONCOR, CROMPTON, CUMMINSIND, DLF, EICHERMOT, EXIDEIND, FEDERALBNK, GAIL, GATEWAY, GODREJCP, GRAPHITE, GRASIM, GSFC, HAL, HAVELLS, HDFCLIFE, HEROMOTOCO, HFCL, HINDZINC, HUDCO, ICICIBANK, IDFCFIRSTB, INDIANB, INFY, IOC, IRCTC, JSWENERGY, LAURUSLABS, LICHSGFIN, LT, LUPIN, M&M, MANINFRA, MARICO, MFSL, NATIONALUM, NBCC, NFL, NHPC, PRAJIND, PTC, PVRINOX, RCF, RVNL, SBICARD, SBIN, SHRIRAMFIN, SUNPHARMA, TATACHEM, TATAELXSI, TATAMOTORS, TATAPOWER, TCS, TECHM, TEXRAIL, TVSMOTOR, UNIONBANK, UPL, VBL, VEDL, VGUARD, VOLTAS, WIPRO, ZEEL",81
2021-02-26,"ABCAPITAL, ABFRL, ACC, ADANIENSOL, ADANIENT, ADANIGREEN, ADANIPORTS, ADANIPOWER, ADANITRANS, AMBUJACEM, APOLLOHOSP, APOLLOTYRE, ASHOKLEY, AUBANK, AXISBANK, BAJAJFINSV, BAJFINANCE, BANKBARODA, BDL, BEL, BHEL, BPCL, CANBK, CASTROLIND, CENTRALBK, CGPOWER, CHAMBLFERT, CHOLAFIN, COALINDIA, COCHINSHIP, CONCOR, CUMMINSIND, DCBBANK, DEEPAKNTR, DHANBANK, DLF, EXIDEIND, FEDERALBNK, GAIL, GNFC, GODREJPROP, GRAPHITE, GRASIM, GREENPLY, GSFC, HAL, HAVELLS, HDFCBANK, HDFCLIFE, HFCL, HINDALCO, HINDZINC, HUDCO, ICICIBANK, IDFCFIRSTB, IIFL, INDIANB, INDUSINDBK, INDUSTOWER, IOB, IOC, IRCON, IRCTC, JINDALSTEL, JSWENERGY, JSWSTEEL, JUBLFOOD, JUSTDIAL, KARURVYSYA, LICHSGFIN, LT, M&M, MANAPPURAM, MFSL, MINDACORP, MOTHERSON, MUTHOOTFIN, NATIONALUM, NBCC, NETWORK18, NFL, NHPC, NIACL, NMDC, NTPC, ONGC, PETRONET, PFC, PNB, PNBHOUSING, POWERGRID, PRAJIND, PSB, PTC, RAIN, RAYMOND, RCF, RELIANCE, RPOWER, RVNL, SAIL, SBICARD, SBIN, SHRIRAMFIN, SIEMENS, SONATSOFTW, SOUTHBANK, TATACHEM, TATAMOTORS, TATAPOWER, TATASTEEL, TORNTPOWER, TVSMOTOR, UNIONBANK, UPL, VBL, VEDL, VGUARD, VOLTAS",119
2021-03-31,"ABCAPITAL, ABFRL, ACC, ADANIENSOL, ADANIENT, ADANIPORTS, ADANIPOWER, ADANITRANS, AMBUJACEM, ASIANPAINT, AUBANK, BEML, BERGEPAINT, BHEL, BPCL, BSOFT, CANFINHOME, CGPOWER, CHOLAFIN, CIPLA, COFORGE, CONCOR, CUMMINSIND, DABUR, DEEPAKNTR, DELTACORP, DHANBANK, GNFC, GODREJCP, GRAPHITE, GRASIM, HCLTECH, HINDALCO, HINDUNILVR, IDBI, INFY, INTELLECT, IOB, IRCTC, ITC, JINDALSTEL, JSWENERGY, JSWSTEEL, JUBLFOOD, JUSTDIAL, KARURVYSYA, LAURUSLABS, LTFOODS, MANINFRA, MARICO, MFSL, MOTHERSON, NATIONALUM, NBCC, NESTLEIND, NFL, NHPC, NIACL, NMDC, NTPC, PIDILITIND, POWERGRID, PRAJIND, PTC, RAYMOND, RCF, RPOWER, SAIL, SAREGAMA, SHRIRAMFIN, SONATSOFTW, TATACHEM, TATAPOWER, TATASTEEL, TCS, TECHM, TITAN, TORNTPOWER, UPL, VBL, VEDL, WELCORP",82
2021-04-30,"ACC, ADANIENSOL, ADANIENT, ADANIPORTS, ADANIPOWER, ADANITRANS, AMBUJACEM, APOLLOHOSP, ASIANPAINT, AUROPHARMA, BAJAJFINSV, BAJFINANCE, BHEL, BSE, CGPOWER, CHOLAFIN, CIPLA, COFORGE, CONCOR, DABUR, DEEPAKNTR, DRREDDY, FEDERALBNK, GATEWAY, GLENMARK, GNFC, GRAPHITE, GRASIM, GSFC, GUJALKALI, HFCL, HIKAL, HINDALCO, HINDUNILVR, HINDZINC, ICICIBANK, ICICIPRULI, INFY, IRCTC, JINDALSTEL, JSWENERGY, JSWSTEEL, JUSTDIAL, LAURUSLABS, LTFOODS, LUPIN, MARICO, MOTHERSON, NATIONALUM, NFL, NMDC, ONGC, PIDILITIND, POWERGRID, PRAJIND, PSB, PTC, RAIN, RPOWER, SAIL, SBILIFE, SRF, SUNPHARMA, TATACHEM, TATASTEEL, TITAN, TVSMOTOR, UPL, VEDL, WELCORP, WIPRO, ZYDUSLIFE",72
2021-05-31,"ABCAPITAL, ABFRL, ADANIENSOL, ADANIENT, ADANIPORTS, ADANITRANS, AMBUJACEM, APOLLOTYRE, ASHOKLEY, ASIANPAINT, AUROPHARMA, AXISBANK, BAJAJFINSV, BAJFINANCE, BANKBARODA, BEL, BERGEPAINT, BHEL, BPCL, BSE, BSOFT, CANBK, CASTROLIND, CENTRALBK, CESC, CGPOWER, CHAMBLFERT, CIPLA, COALINDIA, COFORGE, CONCOR, CROMPTON, CSBBANK, DCBBANK, DEEPAKNTR, DELTACORP, DHANBANK, DLF, DRREDDY, EIDPARRY, EXIDEIND, FEDERALBNK, FINCABLES, GAIL, GATEWAY, GLENMARK, GMRINFRA, GNFC, GODREJCP, GRAPHITE, GRASIM, GSFC, HAVELLS, HDFCBANK, HFCL, HIKAL, HINDALCO, HINDZINC, HUDCO, ICICIBANK, ICICIPRULI, IDFCFIRSTB, INDHOTEL, INDIANB, INDUSINDBK, INFY, IOB, IOC, IRCTC, ITC, JINDALSTEL, JSWENERGY, JSWSTEEL, JUBLFOOD, JUSTDIAL, KARURVYSYA, KOTAKBANK, LAURUSLABS, LICHSGFIN, LT, LTFOODS, LUPIN, M&M, MANAPPURAM, MANINFRA, MARICO, MINDACORP, MOTHERSON, MUTHOOTFIN, NATCOPHARM, NATIONALUM, NBCC, NESTLEIND, NFL, NHPC, NIACL, NMDC, NTPC, ONGC, PFC, PIDILITIND, PNB, POWERGRID, PRAJIND, PSB, PTC, PVRINOX, RAIN, RAYMOND, RBLBANK, RCF, RECLTD, RELIANCE, RPOWER, RVNL, SAIL, SBICARD, SBILIFE, SBIN, SHRIRAMFIN, SIEMENS, SJVN, SOUTHBANK, SPARC, SRF, SUNPHARMA, TATAMOTORS, TATAPOWER, TATASTEEL, TCS, TECHM, TEXRAIL, TITAN, TORNTPOWER, TVSMOTOR, UPL, VBL, VEDL, VGUARD, VOLTAS, WELCORP, WIPRO, ZEEL, ZYDUSLIFE",144
2021-06-30,"ABFRL, ADANIENT, ADANIPOWER, AMBUJACEM, APOLLO, APOLLOTYRE, ASHOKLEY, ASIANPAINT, AUBANK, AXISBANK, BAJAJFINSV, BAJFINANCE, BANKBARODA, BEL, BHEL, BPCL, BSE, BSOFT, CANBK, CASTROLIND, CENTRALBK, CESC, CHAMBLFERT, CIPLA, COALINDIA, COCHINSHIP, COFORGE, CONCOR, CROMPTON, CUMMINSIND, DABUR, DCBBANK, DEEPAKNTR, DELTACORP, DHANBANK, DLF, DRREDDY, EIDPARRY, FEDERALBNK, GATEWAY, GLENMARK, GLOBUSSPR, GMRINFRA, GODREJCP, GRASIM, GSFC, HCLTECH, HDFCBANK, HDFCLIFE, HFCL, HINDUNILVR, HINDZINC, HUDCO, ICICIBANK, ICICIPRULI, INDBANK, INDHOTEL, INDIANB, INDUSINDBK, INFY, IOB, IOC, IRCON, IRCTC, JSWENERGY, JUBLFOOD, JUSTDIAL, LAURUSLABS, LICHSGFIN, LT, MANAPPURAM, MANINFRA, MARICO, MAXHEALTH, MFSL, MIDHANI, MOTHERSON, MUTHOOTFIN, NATIONALUM, NBCC, NESTLEIND, NETWORK18, NEWGEN, NFL, NHPC, NIACL, NMDC, NTPC, ONGC, PFC, PNB, POWERGRID, PRAJIND, PSB, PTC, RADICO, RAIN, RAYMOND, RCF, RCOM, RECLTD, RPOWER, RVNL, SAIL, SBILIFE, SBIN, SJVN, SOUTHBANK, SPARC, SUNPHARMA, SUPRAJIT, TATACHEM, TATAMOTORS, TATAPOWER, TATASTEEL, TCS, TECHM, TEXRAIL, THYROCARE, TITAGARH, TITAN, TORNTPOWER, TVSMOTOR, UNIONBANK, UPL, VBL, VGUARD, VOLTAS, WIPRO, ZYDUSLIFE",130
2021-07-30,"ABFRL, ACC, AMBUJACEM, APOLLO, ASHOKLEY, AUBANK, BAJAJFINSV, BAJFINANCE, BALAJITELE, BDL, BEL, BERGEPAINT, BHARTIARTL, BSE, BSOFT, CANBK, CENTRALBK, CESC, CHAMBLFERT, COFORGE, CROMPTON, DABUR, DEEPAKNTR, DELTACORP, DHANBANK, DLF, FEDERALBNK, GABRIEL, GODREJCP, GRASIM, GSFC, GUJALKALI, HAL, HAPPSTMNDS, HAVELLS, HCLTECH, HFCL, HINDALCO, ICICIBANK, ICICIPRULI, INDHOTEL, INFY, IOB, IRCTC, JINDALSTEL, JSWENERGY, JSWSTEEL, JUBLFOOD, LAURUSLABS, LT, MANAPPURAM, MANINFRA, MARICO, MAXHEALTH, MPHASIS, MUTHOOTFIN, NATIONALUM, NESTLEIND, NETWORK18, NHPC, NMDC, NTPC, ORIENTELEC, PFC, PRESTIGE, RAIN, RAYMOND, RCF, RECLTD, ROUTE, SAIL, SBICARD, SBILIFE, SBIN, SOBHA, SPARC, SRF, SUNPHARMA, TATACHEM, TATAPOWER, TATASTEEL, TECHM, TEXRAIL, TITAGARH, TITAN, VBL, VEDL, WIPRO",88
2021-08-31,"ADANIENT, ADANIPORTS, AMBUJACEM, APOLLOHOSP, ASIANPAINT, AXISBANK, BAJAJFINSV, BAJFINANCE, BEL, BHARTIARTL, BPCL, BSE, BSOFT, CANBK, CESC, CGPOWER, CHAMBLFERT, CHOLAFIN, CIPLA, COALINDIA, COFORGE, CONCOR, CROMPTON, CUMMINSIND, DABUR, DEEPAKNTR, DELTACORP, DLF, EICHERMOT, GABRIEL, GODREJCP, HAL, HAVELLS, HCLTECH, HDFCBANK, HDFCLIFE, HIKAL, HINDALCO, HINDUNILVR, ICICIBANK, ICICIPRULI, IDBI, INFY, IOC, IRCTC, ITC, JSWENERGY, JUBLFOOD, LAURUSLABS, LT, M&M, MANINFRA, MARICO, MAXHEALTH, NATIONALUM, NESTLEIND, NHPC, NIACL, ONGC, PFC, PIDILITIND, POWERGRID, PRESTIGE, RAIN, RECLTD, RELIANCE, SBICARD, SBILIFE, SIEMENS, SONATSOFTW, SPARC, SRF, SUNPHARMA, TATACHEM, TATAPOWER, TATASTEEL, TCS, TECHM, TITAGARH, TITAN, TORNTPOWER, TRENT, VBL, VEDL, WIPRO",85
2021-09-30,"ABFRL, ADANIENSOL, ADANIGREEN, ADANIPORTS, ADANIPOWER, ADANITRANS, APOLLOTYRE, ASHOKLEY, BAJAJFINSV, BAJFINANCE, BANKBARODA, BEL, BHARTIARTL, BHEL, BRIGADE, BSE, CANBK, CANFINHOME, CENTRALBK, CESC, CGPOWER, CHAMBLFERT, CHOLAFIN, CIPLA, COALINDIA, COFORGE, CONCOR, CROMPTON, DABUR, DELTACORP, DLF, FEDERALBNK, GAIL, GMRINFRA, GNFC, GODREJPROP, GRASIM, GSFC, GUJALKALI, HAL, HAVELLS, HCLTECH, HDFCBANK, HDFCLIFE, HFCL, HINDALCO, HINDUNILVR, ICICIPRULI, IDBI, INDHOTEL, INDIANB, INDIGO, INDUSINDBK, INDUSTOWER, IOB, IOC, IRCTC, ITC, JSWENERGY, JUBLFOOD, KEI, KOTAKBANK, LT, LTFOODS, M&M, MANINFRA, MARICO, MAXHEALTH, MAZDOCK, MOTHERSON, NATIONALUM, NBCC, NESTLEIND, NETWORK18, NFL, NHPC, NTPC, OBEROIRLTY, ONGC, PFC, PHOENIXLTD, PNB, POWERGRID, PRESTIGE, PTC, PVRINOX, RAIN, RAYMOND, RCF, RCOM, RECLTD, RELIANCE, RPOWER, RVNL, SBILIFE, SBIN, SJVN, SONATSOFTW, SRF, SUNPHARMA, TATACHEM, TATAMOTORS, TATAPOWER, TCS, TECHM, TORNTPOWER, UNIONBANK, VBL, VGUARD, VOLTAS, WELCORP, WIPRO, ZEEL",113
2021-10-29,"ABFRL, ADANIPOWER, ASHOKLEY, AUBANK, BAJAJFINSV, BANKBARODA, BDL, BEL, BHARTIARTL, BHEL, BSE, CANBK, CENTRALBK, CESC, CGPOWER, CHAMBLFERT, CHOLAFIN, DELTACORP, DLF, DMART, FEDERALBNK, GATEWAY, GMRINFRA, GNFC, GODREJPROP, GRASIM, GSFC, ICICIBANK, IDBI, INDHOTEL, INDIANB, INDUSINDBK, INDUSTOWER, IOB, IOC, IRCON, IRCTC, JINDALSTEL, JSWENERGY, KKCL, KOTAKBANK, LT, LTFOODS, M&M, MAHSEAMLES, MANAPPURAM, MANINFRA, MARICO, MAZDOCK, MINDACORP, MPHASIS, NATIONALUM, NETWORK18, NHPC, NTPC, OBEROIRLTY, ONGC, PNB, POWERGRID, PTC, PVRINOX, RAYMOND, RELIANCE, RPOWER, RVNL, SBIN, SHRIRAMFIN, SJVN, TATAMOTORS, TATAPOWER, TECHM, TEXRAIL, TITAN, TORNTPOWER, TVSMOTOR, UNIONBANK, UPL, VOLTAS, ZEEL",79
2021-11-30,"ADANIENT, ADANIGREEN, APOLLOHOSP, BHARTIARTL, BSE, BSOFT, CANBK, CGPOWER, CHAMBLFERT, CIPLA, COFORGE, HINDZINC, MANINFRA, MAXHEALTH, MINDACORP, NHPC, POWERGRID, RAYMOND, SOBHA, TATAMOTORS, TATAPOWER, TECHM, TITAN, TORNTPOWER, TVSMOTOR, VEDL, WELCORP, ZEEL",28
2021-12-31,"ADANIENT, APOLLO, ASIANPAINT, BEL, BSE, BSOFT, CGPOWER, CHAMBLFERT, CIPLA, COFORGE, GMRINFRA, GODREJCP, HCLTECH, HFCL, HINDALCO, INFY, LT, LTFOODS, MAXHEALTH, NATIONALUM, NETWORK18, PIDILITIND, POWERGRID, RAIN, RAYMOND, RCOM, SBILIFE, SIEMENS, SJVN, SUNPHARMA, TCS, TECHM, TEXRAIL, TITAN, UPL, VEDL, WELCORP, WIPRO",38
